x1,x2,y
7.938869630415893,-10.369371904083955,9.0
-5.256913747746477,1.0150655413762792,4.0
-1.4319696340088457,3.683592272169135,1.0
7.566568069627795,-10.351043005626888,9.0
-6.1767482758206835,8.44248386189123,7.0
-5.287706980168712,-0.7618509988767715,8.0
-5.3952300073009605,0.039090381513524175,8.0
0.6212970555581729,-9.606377642338932,3.0
-5.60311319647432,10.329012872908766,7.0
-2.737084294443898,-1.7109796196494624,4.0
2.755998064312632,6.119643162328703,5.0
-6.509824285003395,-1.0229771505291794,8.0
9.440834367820866,0.27169332914510835,2.0
-6.596158192929163,-2.112445312955738,8.0
3.402909664848803,7.047517224765822,5.0
2.3341879647086006,5.088934908670554,5.0
-9.70735815624842,5.781276546417059,0.0
-1.3014088779388597,4.294041540321871,1.0
-9.717351726376872,5.083448622098582,0.0
4.738053540530112,7.288640820240666,5.0
-6.613778540293711,4.101102202445698,0.0
-5.360354086549259,0.10425922913071595,4.0
-4.379133585337899,9.932123060602308,7.0
-5.022179475691622,-0.3421903991873219,4.0
-8.815951235947718,5.126449192668772,0.0
3.7465252099104607,6.159762202558643,5.0
-1.9313790611779127,7.522775476802136,7.0
0.6450386175717387,-8.710375763918966,3.0
5.777178567791888,6.967860774070589,5.0
-0.6356748179338445,4.415113370596279,1.0
-3.018424209459411,-10.505451185085194,6.0
-6.584564089470756,8.269757343450149,7.0
-0.2387633602795901,-9.63496427217388,3.0
-5.300147024005328,-0.8190281764824571,4.0
-0.8973364912111376,-9.850351017714916,3.0
8.002379417080649,-10.15970259821543,9.0
-3.6334574559983768,-1.1027784423273947,4.0
-0.2990656780637382,4.321036532677611,1.0
-5.215106519184598,1.196590276514574,4.0
-3.6166694050448602,-8.871853315462284,6.0
10.454403347385355,1.427938279245367,2.0
-2.631084939466288,-8.779607142525531,6.0
-0.9020655230544031,4.295479973602011,1.0
-6.213887225894595,6.467415174056119,0.0
-3.5443850540196697,8.796955760049729,7.0
-3.8765601651547117,-2.138142895413468,4.0
1.1439661705244717,-9.236836687623919,3.0
8.20914152466867,-10.142094549040303,9.0
-2.2470950882498824,-9.175902586012729,3.0
2.990948133370259,4.872488690938276,5.0
-0.20428866606936882,-8.327551254270277,3.0
10.505639089581637,-0.6745105242138789,2.0
-0.8410885678930675,3.028096087767886,1.0
-1.4773935994745298,-8.899299343179042,6.0
-5.013342458537316,0.5800586138631025,4.0
-1.3149276770667377,4.541811240253853,1.0
-5.462450710531623,-0.9643440256433281,8.0
-5.362403414837604,-0.6550096396893008,4.0
-2.6635194858014195,4.903213002958204,1.0
-5.858708827484418,0.058210192847148345,8.0
10.048072496048032,-1.991600059861717,2.0
-3.9417210702805763,-1.1474280302071072,4.0
10.129763588386481,1.1190258824508956,2.0
-9.84369393150005,6.329530230229683,0.0
-5.117769490155284,-0.7816121791245749,8.0
8.842652143561033,1.6821803090611485,2.0
-6.018467184555631,-1.4172426624735612,8.0
8.260960355973658,1.0668621175821964,2.0
-8.173153797497948,6.817694728770922,0.0
3.8480119857240065,5.970001838634883,5.0
4.010200808485556,4.978898190385527,5.0
-3.5732497469222015,-7.395403609585088,6.0
-8.45934526754458,3.8047271030019143,0.0
9.268403980529829,-8.995362635908856,9.0
-5.020074629687318,-0.7760978302871157,4.0
-3.112762849377787,-9.015972258015497,6.0
-4.235172202340972,-7.549881165926553,6.0
-1.417175910333849,4.907808299374643,1.0
8.923158899560597,-8.949417820963212,9.0
-3.6402451079939793,6.391181427965527,7.0
-3.808363965432879,8.983990875168326,7.0
3.941415755453186,6.537376217528117,5.0
2.5018628390569484,4.608004251042442,5.0
-2.4267997820041143,-8.170822427825192,6.0
-8.37240022730924,5.8509535803576105,0.0
-4.959536255580691,6.893893472126072,7.0
-6.110704327492995,-0.09134807510183784,8.0
8.277179625540438,2.446225002499081,2.0
-2.6929944178003886,5.639765081962993,1.0
-0.8110143924074869,5.241280985621174,1.0
-5.805586128229489,0.2599797721242605,8.0
