id,log10_new_biz_premium_within_12,log10_maintained_premium_gt_12
0,0.0,6.010580206678739
1,0.0,6.426704129863819
2,0.0,7.004042906062625
3,0.0,6.603557027026734
4,0.0,6.4209791794071975
5,0.0,6.4189342036594494
6,0.0,5.980094768448458
7,0.0,7.001860911318462
8,0.0,5.6882426862893904
9,4.563492951201761,0.0
10,0.0,6.599250374687376
11,0.0,5.493449685691858
12,0.0,5.1914286563871075
13,0.0,6.087232170672522
14,0.0,6.708254714583077
15,0.0,6.383031673019723
16,0.0,6.584867088985461
17,0.0,6.427190636424752
18,0.0,6.43096757126934
19,0.0,6.14232719609152
20,0.0,6.41316039858939
21,0.0,6.4627400572574505
22,0.0,5.7392597614575624
23,0.0,4.289120518067948
24,0.0,5.56907061702266
25,0.0,6.882660269342573
26,0.0,7.121179185550377
27,0.0,6.131948589974411
28,0.0,5.831222647734239
29,0.0,5.403139403134122
30,0.0,6.152166296602808
31,0.0,6.584595904993815
32,0.0,6.427190636424752
33,0.0,6.880491809463922
34,0.0,6.218455938540146
35,0.0,4.123818986018997
36,0.0,5.808010327108789
37,0.0,4.149465450995452
38,0.0,6.594336740501214
39,0.0,6.423287662527346
40,0.0,6.878251541199978
41,0.0,6.855865786603621
42,0.0,6.704078328694496
43,0.0,6.581809419683087
44,0.0,6.39675729241152
45,0.0,6.703838760056015
46,0.0,6.422118524045142
47,0.0,6.408060951595197
48,0.0,5.970161308219672
49,0.0,6.744837739585891
50,0.0,6.305226868184317
51,0.0,5.662380964955346
52,0.0,6.709936583100696
53,0.0,6.369889975166408
54,0.0,6.59417181080609
55,0.0,6.45711204446601
56,0.0,5.896254422839876
57,0.0,5.8904215777381115
58,0.0,5.8304609917185575
59,0.0,5.686422643929999
60,0.0,6.531711457789928
61,0.0,6.388852037977168
62,0.0,6.811793773521089
63,0.0,6.625183069567362
64,0.0,6.107668112166768
65,0.0,6.810775181375993
66,0.0,6.614488766126426
67,0.0,6.603633734056317
68,0.0,6.408312398233636
69,0.0,0.0
70,0.0,6.143283729597106
71,0.0,5.6497251588103365
72,5.183841881149806,6.928488437248391
73,0.0,6.331184469167659
74,0.0,6.19037400479782
75,0.0,0.0
76,0.0,7.111152077221559
77,0.0,5.82686553548669
78,0.0,6.2819748332917476
79,0.0,0.0
80,0.0,4.169498094684968
81,0.0,6.1528082688944306
82,0.0,6.560537986593322
83,0.0,0.0
84,0.0,8.25207217882852
85,0.0,0.0
86,0.0,6.360970937961661
87,0.0,0.0
88,0.0,6.404827732205924
89,0.0,6.312566607798915
90,0.0,5.798789404183507
91,0.0,6.658673119773791
92,0.0,6.234912170181634
93,0.0,5.826350200669372
94,0.0,5.994648797072198
95,0.0,0.0
96,0.0,7.204623174055762
97,0.0,6.4155067014369385
98,0.0,6.288995963325497
99,0.0,0.0
100,0.0,6.099335623186602
101,0.0,5.733778878251992
102,0.0,0.0
103,0.0,4.8793023641093205
104,0.0,5.45502920555305
105,0.0,6.207777852027712
106,0.0,0.0
107,0.0,0.0
108,0.0,6.138744979478044
109,0.0,5.233313461142046
110,0.0,6.414313889185141
111,0.0,5.466990628331611
112,0.0,0.0
113,0.0,6.401894356071048
114,0.0,0.0
115,0.0,4.457972680516207
116,0.0,0.0
117,0.0,6.327269613818893
118,0.0,5.319137302393269
119,0.0,6.286920831167239
120,0.0,6.365718736119629
121,0.0,5.809762338118353
122,0.0,6.394612585139886
123,0.0,6.586474328408445
124,0.0,4.9438159133684545
125,0.0,6.397567571792889
126,0.0,0.0
127,0.0,5.645360363234954
128,0.0,6.405767129889811
129,0.0,6.092998041482509
130,0.0,6.345177812700962
131,0.0,0.0
132,0.0,6.386501997575467
133,0.0,0.0
134,0.0,5.7890071494723125
135,0.0,0.0
136,0.0,6.393738186652473
137,0.0,0.0
138,0.0,0.0
139,0.0,0.0
140,0.0,6.37796611759156
141,0.0,6.649310806311351
142,0.0,6.449873327265303
143,0.0,5.537316533395967
144,0.0,0.0
145,0.0,6.223110797900557
146,0.0,6.55822469857693
147,0.0,0.0
148,0.0,0.0
149,0.0,5.605530217402534
150,0.0,6.535471473495106
151,0.0,6.283944277292162
152,0.0,5.914237876878629
153,0.0,5.309636554062496
154,0.0,6.518467875899098
155,0.0,4.90655051910145
156,0.0,0.0
157,0.0,0.0
158,0.0,6.511787538364353
159,0.0,0.0
160,0.0,0.0
161,0.0,6.307348181472674
162,0.0,7.3985236728835
163,0.0,0.0
164,0.0,0.0
165,0.0,6.021760124413703
166,0.0,0.0
167,0.0,0.0
168,0.0,6.4117747113283885
169,0.0,6.373642695678496
170,0.0,6.072639888795514
171,0.0,7.224927063692381
172,0.0,5.607263033346471
173,0.0,5.331603408220437
174,0.0,6.3273863196219935
175,0.0,5.718358007462884
176,0.0,6.400412949840699
177,0.0,5.889750335065793
178,0.0,6.543235510910421
179,0.0,0.0
180,0.0,6.27157328295392
181,0.0,6.25761114601647
182,0.0,6.5856458010421095
183,0.0,6.274970466659424
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,0.0,6.464899355435845
188,0.0,6.279977271588964
189,0.0,5.646526252527142
190,0.0,6.280380297848501
191,0.0,6.4621683601494375
192,0.0,6.3712156820423615
193,0.0,6.419536278416551
194,0.0,6.397343399601054
195,0.0,5.299923307348557
196,0.0,5.8516649271194145
197,0.0,0.0
198,0.0,0.0
199,0.0,0.0
200,0.0,6.729664993504673
201,0.0,6.179034753506062
202,0.0,6.380344947636741
203,0.0,6.828672139085546
204,0.0,0.0
205,0.0,5.35242372582759
206,0.0,6.350324594761373
207,0.0,6.10135004907026
208,0.0,0.0
209,0.0,0.0
210,0.0,6.1094047268423575
211,0.0,5.190580995694233
212,0.0,6.2082265748151935
213,0.0,6.276977366346702
214,0.0,6.07678639742152
215,0.0,6.905318217550861
216,0.0,7.187205122272604
217,0.0,6.278497749011531
218,0.0,6.840281345868004
219,0.0,6.107704037772672
220,0.0,0.0
221,0.0,6.416973338871949
222,0.0,5.550953203110056
223,0.0,0.0
224,0.0,6.52230296701267
225,0.0,0.0
226,0.0,5.447729992628391
227,0.0,6.393886204662147
228,0.0,5.2670519874726835
229,0.0,6.307812764819583
230,0.0,0.0
231,0.0,6.706190592463714
232,0.0,6.583607589376798
233,0.0,0.0
234,0.0,0.0
235,0.0,5.271737084592522
236,0.0,5.720656182834199
237,0.0,6.396426376666846
238,5.698970872924114,7.435192307640733
239,0.0,6.310369966476272
240,0.0,0.0
241,0.0,6.362896402854017
242,0.0,6.2839234976410685
243,0.0,0.0
244,0.0,0.0
245,4.850345984314136,0.0
246,0.0,6.214407215638205
247,0.0,6.718872466197547
248,0.0,5.640665252708169
249,0.0,6.28308787437999
250,0.0,7.194841174627233
251,0.0,6.271553762043216
252,0.0,6.880960084814835
253,0.0,5.841860434838632
254,0.0,0.0
255,0.0,6.314989663718201
256,0.0,6.276004980326896
257,0.0,0.0
258,0.0,6.146330555806095
259,0.0,6.268131045789052
260,0.0,6.1711648711176466
261,0.0,0.0
262,0.0,6.579401592381108
263,0.0,6.272723466385838
264,0.0,6.373846753685923
265,0.0,0.0
266,0.0,6.310345100092059
267,0.0,6.405552784577972
268,0.0,6.4595735568385155
269,0.0,6.437148632168536
270,0.0,6.000384180641614
271,0.0,0.0
272,0.0,0.0
273,0.0,0.0
274,0.0,5.923919810347636
275,0.0,6.216282314564873
276,0.0,0.0
277,0.0,0.0
278,0.0,5.845222726672047
279,0.0,6.363703905228378
280,0.0,6.935216009503352
281,0.0,0.0
282,0.0,0.0
283,0.0,6.361760501287097
284,0.0,0.0
285,0.0,6.2321116369615694
286,0.0,6.329812041469976
287,0.0,6.160744866971607
288,0.0,0.0
289,0.0,6.369490267082857
290,0.0,6.242525030142235
291,0.0,0.0
292,0.0,6.443261891939701
293,0.0,6.3159755905276835
294,0.0,6.411001322104315
